Group	File_0_Feature	File_0_m/z	File_1_Feature	File_1_m/z	File_2_Feature	File_2_m/z	File_3_Feature	File_3_m/z	File_4_Feature	File_4_m/z
1735					1180	510.3385	717	510.3343		
1736			187	283.1689	156	283.1759	64	283.1755		
1737					659	495.8203	226	495.8184		
1738			283	673.3424	698	673.3405	438	673.3429		
1739			825	512.3621			711	512.3610		
1740			712	950.4789			627	950.4817		
1741			491	688.3520	935	688.3479	445	688.3465		
1742			1628	522.4872	3327	522.4883				
1743			1143	370.2957	2281	370.2960				
1744			982	471.2510	1955	471.2502	799	471.2498		
1745			1269	570.4594	2419	570.4588	1057	570.4581		
1746			238	656.4234	1480	656.4325	193	656.4244		
1747			309	447.2970			221	447.2968		
1748			1603	589.4636	3249	589.4591	1346	589.4609		
1749			262	517.3492	554	517.3407				
1750			503	605.3165			493	605.3188		
1751					2790	520.3592	1170	520.3575		
1752	112	766.5394			3128	766.5482				
1753					20	219.1746	8	219.1746		
1754			591	745.3985			557	745.3952		
1755					6	287.2211			6	287.2237
1756	10	462.1476			27	462.1484	1	462.1469	3	462.1473
1757			713	205.1336	1319	205.1331	628	205.1335		
1758			1608	509.4783	3272	509.4787				
1759			331	556.3504	748	556.3518	306	556.3502		
1760			1557	752.5623	2959	752.5571				
1761	135	163.1325					1233	163.1329	862	163.1330
1762			1074	598.4007	2143	598.4015	934	598.4011		
1763			1086	598.4026	2143	598.4015	934	598.4011		
1764			1131	634.4531	2262	634.4546	955	634.4543		
1765			369	363.2405	789	363.2400	343	363.2396		
1766			108	389.2588	372	389.2580	104	389.2591		
1767			596	983.4757	1141	983.4803	551	983.4775		
1768			127	432.2815	436	432.2817	125	432.2808	75	432.2812
1769			1623	510.4894	3319	510.4868				
1770			160	223.1443	463	223.1451	144	223.1442	160	223.1447
1771			411	796.5181			336	796.5165		
1772			1576	611.3661	3180	611.3644	1304	611.3653		
1773			1583	447.3471	3194	447.3474	1332	447.3480	947	447.3480
1774			894	425.2908			784	425.2912		
1775			1687	515.4133	3481	515.4132	1412	515.4130		
1776			583	472.2643			520	472.2676		
1777			929	268.1263	1945	268.1263	841	268.1270		
1778			515	885.3940			477	885.3938		
1779			233	609.3924	610	609.3906				
1780	181	558.3134			3165	558.3149	1303	558.3133	865	558.3133
1781					2886	430.2450			836	430.2442
1782					1104	797.3522	527	797.3428		
1783			465	695.3117	851	695.3134	409	695.3107		
1784			1113	348.2324			944	348.2331		
1785			205	561.3772	1306	561.3727	185	561.3755		
1786			205	561.3772	596	561.3766	185	561.3755		
1787			316	462.3086			297	462.3095		
1788			171	450.3094	548	450.3109	156	450.3082		
1789			624	657.3452			569	657.3461		
1790			854	355.2373	1756	355.2383	749	355.2376		
1791			639	327.2570	1199	327.2575	582	327.2586		
1792	231	537.5801			3536	537.5811				
1793	116	779.6612	1490	779.6599					965	779.6618
1794			531	623.2334	1000	623.2341	496	623.2298		
1795			941	415.2119	1890	415.2120	813	415.2115		
1796			110	400.2095	327	400.2099	90	400.2069		
1797			161	224.1480	464	224.1486	145	224.1486		
1798			1215	407.3379	2367	407.3378	1011	407.3359		
1799			758	686.4295			669	686.4301		
1800			1118	487.3326	2283	487.3332	960	487.3320		
1801			507	645.3219	1003	645.3171	470	645.3209		
1802			148	339.2411	1023	339.2379				
1803			633	895.4519	1195	895.4590	560	895.4610		
1804			957	417.2167	1892	417.2203	814	417.2180		
1805			970	387.1806	1946	387.1807	801	387.1807		
1806			1260	389.2670	2467	389.2679	1045	389.2677		
1807			855	356.2416	1757	356.2422	750	356.2412		
1808			1685	606.5675	3476	606.5674				
1809			85	404.1602			106	404.1634		
1810			949	475.2710	1904	475.2716	823	475.2700		
1811			848	279.0940	1733	279.0942	733	279.0931		
1812			379	509.3234			304	509.3274		
1813	165	550.5199					1274	550.5190		
1814			790	733.3726	1599	733.3746				
1815			1273	527.4360	2424	527.4361	1056	527.4353		
1816			579	839.4298			505	839.4206		
1817			1246	434.3168	2390	434.3162	1033	434.3164		
1818			271	591.2988	676	591.3009				
1819					915	410.2026	424	410.2037		
1820			536	724.4732	979	724.4686	515	724.4710		
1821	218	412.4509			3342	412.4520				
1822			207	566.3331			187	566.3319		
1823			1171	432.3012	2331	432.3023	974	432.3008		
1824			150	370.2075	791	370.2085				
1825			1682	580.4932	3466	580.4947	1408	580.4948		
1826			239	657.4284	693	657.4261	261	657.4231		
1827			1294	415.2822	2446	415.2840	1068	415.2831		
1828			1118	487.3326	2245	487.3337	960	487.3320		
1829					140	209.1284	55	209.1282		
1830			996	474.9802	2007	474.9812	862	474.9812	359	474.9812
1831			1119	810.5586	2253	810.5605				
1832			99	267.1707	316	267.1706	99	267.1701		
1833			633	895.4519	1195	895.4590	559	895.4556		
1834			412	822.4005	863	822.4008	393	822.3987		
1835			582	321.2294			534	321.2291		
1836			1680	563.4684	3464	563.4674	1406	563.4679		
1837			1106	575.3448					641	575.3439
1838			1335	365.3460	2532	365.3457	1116	365.3457		
1839			909	232.1691	1830	232.1699	789	232.1695		
1840	104	804.5558			2899	804.5468			849	804.5506
1841			926	431.2186	1952	431.2182	851	431.2185		
1842			978	431.2181	1952	431.2182	851	431.2185		
1843			666	324.2382	1241	324.2388	603	324.2382		
1844			1734	575.5434	3585	575.5446				
1845			1238	230.1533	2396	230.1538	1026	230.1543		
1846					357	236.1482	120	236.1442		
1847			798	354.2254			695	354.2261		
1848	209	536.1666	1624	536.1661	3329	536.1658				
1849			1361	585.4774	2596	585.4783	1134	585.4779		
1850			887	330.1781			776	330.1786		
1851	83	738.5086			2911	738.5177				
1852					1213	853.4354	588	853.4415		
1853			789	465.2958	1205	465.2948	688	465.2943		
1854			57	221.1284			59	221.1283		
1855	187	930.5688			3224	930.5630			971	930.5696
1856			522	555.3125			513	555.3117		
1857			1329	409.3716	2522	409.3720	1109	409.3719		
1858					650	448.2922	292	448.2965		
1859			1160	151.0968	2527	151.0968	1059	151.0966		
1860			1160	151.0968	2448	151.0962	1059	151.0966		
1861			1287	151.0966	2527	151.0968	1059	151.0966		
1862			1287	151.0966	2448	151.0962	1059	151.0966		
1863			1085	378.2469	2187	378.2488				
1864	130	498.3468					1252	498.3470	887	498.3474
1865	185	741.5730							904	741.5788
1866			21	163.0393					22	163.0393
1867					3571	482.4593	1440	482.4572		
1868			135	576.2772	485	576.2713				
1869			1252	414.2178			1031	414.2200		
1870			685	812.3626			607	812.3600		
1871					870	866.4286	419	866.4366		
1872			899	368.2410			781	368.2422		
1873			1186	778.5816	2325	778.5817				
1874			1512	490.4032	3029	490.4015	1221	490.4006		
1875			1444	372.3191	2866	372.3161	1182	372.3216		
1876					939	840.4118	418	840.4187		
1877			807	187.1263	1629	187.1264	700	187.1258		
1878			438	739.9779	858	739.9779				
1879			23	86.0601	43	86.0599	30	86.0600		
1880			479	548.3659	888	548.3642	425	548.3650		
1881			1136	503.3775	2277	503.3784				
1882					1155	657.4173	261	657.4231		
1883			492	731.3813			450	731.3817		
1884			72	270.1998	267	270.1899				
1885			592	833.4140	1075	833.4124	547	833.4135		
1886			764	203.1278	1086	203.1221				
1887			599	203.1219	1086	203.1221				
1888			315	461.2758	653	461.2758	354	461.2751		
1889			1594	425.3629	3238	425.3637				
1890			1713	893.5407	3526	893.5402				
1891					2916	567.4159			901	567.4125
1892			1585	636.5430	3201	636.5423				
1893			199	489.3085	592	489.3071	177	489.3083		
1894					3491	786.6137	1417	786.6096		
1895			72	270.1998			73	270.2014		
1896	200	853.2561			3265	853.2538				
1897			1562	670.4679	3156	670.4690	1294	670.4666		
1898					2536	410.3756	1091	410.3749		
1899			165	366.1876	365	366.1943				
1900			1142	459.3520	2275	459.3527				
1901					2545	348.3194			816	348.3292
1902			1172	441.3293	2311	441.3312				
1903			1298	350.3254	2442	350.3269	1075	350.3260		
1904			1221	275.2582	2370	275.2584	1015	275.2580		
1905			1293	400.2647			1081	400.2641		
1906			277	631.3084	685	631.2996	253	631.3057		
1907			1037	274.2743	2139	274.2745				
1908			1592	516.4260	3197	516.4261	1336	516.4262		
1909			1584	448.3508	3195	448.3512	1318	448.3504		
1910			46	144.1385			60	144.1378		
1911			78	213.1506			72	213.1491		
1912			1471	804.5377	2899	804.5468	1206	804.5458		
1913			1054	528.4115	2128	528.4116	903	528.4103		
1914			814	246.1496	1458	246.1502	706	246.1499		
1915			814	246.1496	1660	246.1494	706	246.1499		
1916			1053	295.2095	2118	295.2109				
1917			853	353.2551	1218	353.2535	748	353.2543		
1918			65	370.2443	283	370.2442				
1919			1078	344.1582	2161	344.1586	920	344.1576		
1920			1530	616.4791	3087	616.4766				
1921			1228	380.3364	2377	380.3373	1009	380.3369	754	380.3367
1922					1096	614.4119	248	614.4049		
1923			1695	546.5130	3499	546.5097				
1924			744	821.4223	1445	821.4215	655	821.4206		
1925			338	586.3735	406	586.3825				
1926			1535	312.3265	2960	312.3256	1261	312.3264		
1927			1025	266.1543	2066	266.1543	884	266.1540		
1928			258	467.8013	881	467.8030	298	467.7956		
1929			1453	261.1479	2873	261.1491	1192	261.1481	853	261.1486
1930					3186	744.6042	1320	744.6016		
1931			1753	832.2387	3633	832.2392	1457	832.2390		
1932			389	576.3325			387	576.3249		
1933			1592	516.4260	3482	516.4175	1336	516.4262		
1934			1123	766.5322	2256	766.5331				
1935	142	552.1974			3030	552.1981				
1936			168	398.2773	431	398.2756				
1937			1712	892.5361	3525	892.5353				
1938			33	200.0229					52	200.0229
1939			849	420.2035			740	420.2028		
1940			1327	391.3421	2520	391.3419	1117	391.3427		
1941			1578	628.3909	3182	628.3902	1314	628.3940		
1942			1697	604.5514	3509	604.5514	1418	604.5530		
1943							397	247.1430	206	247.1436
1944			152	381.2693	1530	381.2679	138	381.2668		
1945			1591	490.4496	3231	490.4477	1335	490.4499		
1946			1071	484.3848	2126	484.3853	901	484.3853		
1947			1759	602.5737	3641	602.5738				
1948			703	624.8183	1275	624.8150				
1949			225	547.3575			184	547.3604		
1950					3210	812.6104	1365	812.6106	931	812.6124
1951			319	477.1806			299	477.1812		
1952					2486	350.3092			784	350.3091
1953			215	368.2689	1296	368.2640	691	368.2657		
1954			927	445.2337	1953	445.2339	852	445.2334		
1955			1521	421.3245	3058	421.3233	1251	421.3225		
1956					4	82.9976	24	82.9975		
1957			923	387.1799	1946	387.1807	801	387.1807		
1958			1167	336.2213	2218	336.2234				
1959			1646	506.4934	3384	506.4946				
1960			1387	492.3428	2669	492.3435				
1961			652	366.1729			423	366.1753	84	366.1728
1962							1260	588.3584	888	588.3606
1963			81	384.2619	368	384.2596				
1964			1081	401.2083	2163	401.2082	927	401.2072		
1965			965	246.1853	1932	246.1862	840	246.1853		
1966			1089	324.2156	2232	324.2178	885	324.2084	636	324.2168
1967			1473	280.1619	2876	280.1619			820	280.1599
1968			979	445.2341	1953	445.2339	852	445.2334		
1969			342	614.4004			248	614.4049		
1970					1127	790.3722	574	790.3677		
1971			44	150.0916	116	150.0912	47	150.0915		
1972							47	150.0915	131	150.0917
1973			1153	425.3675	2369	425.3669	1013	425.3668		
1974			788	755.8903			676	755.8892		
1975			1702	440.4099	3307	440.4100				
1976			1702	440.4099	3213	440.4099				
1977			382	532.2979	843	532.3000	384	532.2973		
1978			1342	320.3164	2555	320.3163	1121	320.3166		
1979					2477	311.3060	1165	311.3128		
1980					783	827.3518	395	827.3602		
1981			1681	564.4702	3465	564.4719	1407	564.4712		
1982			1060	291.2537	2112	291.2535				
1983	101	788.5905	1438	788.5862						
1984			1325	454.4003	2516	454.4008				
1985	140	742.5829	1514	742.5820			1244	742.5821	885	742.5833
1986			769	254.1024	1513	254.1026	674	254.1027		
1987			749	631.3259	1401	631.3219	661	631.3257		
1988			793	676.4444			693	676.4429		
1989			802	204.1383	1785	204.1384				
1990			557	877.4369	1012	877.4331	519	877.4373		
1991			450	872.5452	871	872.5426				
1992			1122	545.3858			950	545.3872		
1993			138	595.1975			115	595.2052		
1994			602	555.3205			513	555.3117		
1995			1353	332.2800	2561	332.2798	1126	332.2805		
1996			1169	865.6306	2317	865.6339				
1997			136	579.2258			113	579.2282		
1998			355	689.4007	818	689.3993	327	689.4029		
1999			1363	641.4215	2846	641.4192				
2000			1363	641.4215	2408	641.4209				
2001			385	560.2975			404	560.2948		
2002			337	579.3382	259	579.3430				
2003			851	558.4239	1759	558.4221				
2004					3316	932.5569	1284	932.5669		
2005			1080	361.1841			922	361.1844		
2006	16	235.1699	15	235.1682						
2007					438	483.2526	402	483.2463		
2008			576	797.3421			527	797.3428		
2009			503	605.3165			428	605.3222		
2010							1366	813.6115	938	813.6132
2011			1208	469.3929	2289	469.3940	1014	469.3936		
2012			1757	836.2390	3637	836.2388	1456	836.2384		
2013			1402	415.0431			1158	415.0433		
2014			1446	389.3446	2868	389.3455				
2015			164	337.2219	577	337.2237	207	337.2305		
2016			128	438.2159	384	438.2179				
2017			669	614.3025	1274	614.3052	610	614.3027		
2018			1653	548.4025	3395	548.4026				
2019					2901	391.2245			826	391.2172
2020			1145	488.3348			961	488.3349		
2021					2290	617.4207	1122	617.4115		
2022			1070	441.3616	2137	441.3622	913	441.3616		
2023			67	340.2342	1393	340.2337				
2024			383	533.2983	746	533.2975	385	533.3005		
2025			105	354.2502	1556	354.2489				
2026			105	354.2502	1201	354.2572				
2027			489	652.2910			435	652.2899		
2028			1439	814.6055	2859	814.6043			939	814.5995
2029							1190	476.3555	843	476.3569
2030	118	803.6094	1476	803.6086			1208	803.6081		
2031							1300	813.6098	938	813.6132
2032			164	337.2219	359	337.2198				
2033			724	909.4747	1390	909.4719	639	909.4694		
2034			334	559.3668			234	559.3623		
2035			1208	469.3929	2364	469.3933	1014	469.3936		
2036					2278	593.2774			769	593.2849
2037			1243	378.2698	2386	378.2691	1079	378.2788		
2038			429	576.3209			387	576.3249		
2039			82	387.1823			86	387.1861		
2040			1229	381.3411	2297	381.3409	1010	381.3415		
2041			1150	381.3408	2297	381.3409	1010	381.3415		
2042			1097	322.1672	2230	322.1696				
2043			856	363.2190	1724	363.2211	726	363.2205		
2044			1678	722.5105	3441	722.5102	1399	722.5073		
2045					234	177.1028			64	177.1117
2046			1257	659.5154	2411	659.5172				
2047			733	862.4322			648	862.4280		
2048			1723	576.5568	3558	576.5571				
2049					433	401.2122	105	401.2177		
2050			231	601.3792			244	601.3803		
2051					2956	636.2985	1256	636.3076	877	636.3007
2052			872	225.1957	1775	225.1960	766	225.1966		
2053			959	447.1997	1883	447.1995			253	447.1980
2054			125	368.1947			69	368.1929		
2055			270	590.2944	604	590.2948	312	590.2949		
2056			1304	291.2116	2574	291.2024				
2057			229	595.2509			242	595.2496		
2058			1219	429.3195	2378	429.3195				
2059			1009	401.2079	2163	401.2082	927	401.2072		
2060							1325	814.5940	939	814.5995
2061							1292	559.3177	925	559.3154
2062	178	636.3172					1256	636.3076		
2063			606	899.4149			561	899.4171		
2064			989	258.1858	1970	258.1857	858	258.1857		
2065			1020	323.2116	2061	323.2127	882	323.2125		
2066			1220	451.3635	2362	451.3634				
2067			175	491.3340			160	491.3345		
2068			1384	474.3136	2665	474.3130				
2069			1599	534.4110	3243	534.4125	1342	534.4094		
2070			1376	436.3648	2624	436.3640				
2071			1484	574.4342	2937	574.4321				
2072			427	564.8642			363	564.8635		
2073			1423	349.3318			1177	349.3318	812	349.3319
2074			313	457.2496			294	457.2472		
2075			542	878.4286	1013	878.4251	508	878.4349		
2076			538	768.4967	1005	768.4940				
2077			168	398.2773	1587	398.2745				
2078			570	746.3828			516	746.3897		
2079			1040	546.3799	2098	546.3801				
2080			861	354.2497	1556	354.2489				
2081	162	712.6090	1558	712.6071						
2082			953	501.2869			833	501.2857		
2083			204	544.3506	558	544.3513	181	544.3502		
2084			1166	909.6579	2306	909.6549				
2085					61	140.0018			45	140.0018
2086					178	685.3282	472	685.3368		
2087					1127	790.3722	558	790.3733		
2088			693	528.3037			625	528.3016		
2089			1013	417.2283	1892	417.2203	872	417.2287		
2090			168	398.2773	1053	398.2746				
2091			861	354.2497	1201	354.2572				
2092			1749	589.5592	3616	589.5608				
2093			67	340.2342	274	340.2336				
2094			1331	283.2825	2529	283.2831				
2095			47	389.1427			52	389.1424		
2096			304	417.1748			350	417.1744		
2097			487	649.3433			434	649.3437		
2098					2567	323.2253	1085	323.2264		
2099					210	324.2025	482	324.2018		
2100			322	488.2722			355	488.2713		
2101			1084	259.1904	2164	259.1905				
2102			1751	442.4625			1454	442.4624		
